squad_country,squad_country_code,squad_shirt_number,squad_position,squad_player_name,squad_first_names,squad_last_names,squad_name_on_shirt,squad_date_of_birth,squad_club,squad_height_cm,rating_source,rating_ea_id,rating_rank,rating_player_name,rating_first_name,rating_last_name,rating_common_name,rating_gender,rating_nationality,rating_team,rating_league,rating_position,rating_position_label,rating_overall,rating_pac,rating_sho,rating_pas,rating_dri,rating_def,rating_phy,rating_height_cm,rating_weight_kg,rating_birthdate,rating_skill_moves,rating_weak_foot,rating_preferred_foot_id,rating_player_name_norm,rating_first_last_norm,rating_common_name_norm,rating_match_name_norm,rating_nationality_norm,match_score
Algeria,ALG,2,DF,MANDI Aissa,Aissa,MANDI,MANDI,22/10/1991,Lille OSC (FRA),184,EA,201143,2268,Aïssa Mandi,Aïssa,Mandi,,Men's Football,Algeria,LOSC Lille,Ligue 1 McDonald's,CB,Center Back,75,57,46,71,67,75,73,186,82,10/22/1991 12:00:00 AM,2,3,1,aissa mandi,aissa mandi,,aissa mandi,algeria,100
Algeria,ALG,6,MF,ZERROUKI Ramiz,Ramiz Larbi,ZERROUKI,ZERROUKI,26/05/1998,FC Twente (NED),183,EA,252383,3046,Ramiz Zerrouki,Ramiz,Zerrouki,,Men's Football,Algeria,,Eredivisie,CDM,Center Defensive Midfielder,73,62,66,69,72,68,80,183,76,5/26/1998 12:00:00 AM,3,2,1,ramiz zerrouki,ramiz zerrouki,,ramiz zerrouki,algeria,100
Algeria,ALG,7,FW,MAHREZ Riyad,Riyad Karim,MAHREZ,MAHREZ,21/02/1991,Al Ahli FC (KSA),179,EA,204485,225,Riyad Mahrez,Riyad,Mahrez,,Men's Football,Algeria,Al Ahli,ROSHN Saudi League,RM,Right Midfielder,84,78,80,81,88,39,63,179,67,2/21/1991 12:00:00 AM,5,4,2,riyad mahrez,riyad mahrez,,riyad mahrez,algeria,100
Algeria,ALG,8,MF,AOUAR Houssem,Houssem-Eddine Chaabane,AOUAR,AOUAR,30/06/1998,Al Ittihad (KSA),175,EA,234906,1375,Houssem Aouar,Houssem,Aouar,,Men's Football,Algeria,Al Ittihad,ROSHN Saudi League,CAM,Center Attacking Midfielder,77,66,72,75,82,65,65,175,70,6/30/1998 12:00:00 AM,4,3,1,houssem aouar,houssem aouar,,houssem aouar,algeria,100
Algeria,ALG,9,FW,GOUIRI Amine,Amine Ferid,GHOUIRI,GOUIRI,16/02/2000,Olympique Marseille (FRA),180,EA,240753,842,Amine Gouiri,Amine,Gouiri,,Men's Football,Algeria,OM,Ligue 1 McDonald's,ST,Striker,79,77,82,76,80,45,71,181,80,2/16/2000 12:00:00 AM,4,3,1,amine gouiri,amine gouiri,,amine gouiri,algeria,100
Algeria,ALG,10,MF,CHAIBI Fares,Fares,CHAIBI,CHAIBI,28/11/2002,Eintracht Frankfurt (GER),183,EA,270670,2446,Farès Chaïbi,Farès,Chaïbi,,Men's Football,Algeria,Frankfurt,Bundesliga,CAM,Center Attacking Midfielder,74,69,68,75,76,68,69,183,79,11/28/2002 12:00:00 AM,4,3,1,fares chaibi,fares chaibi,,fares chaibi,algeria,100
Algeria,ALG,11,FW,HADJ MOUSSA Anis,Anis,HADJ MOUSSA,HADJ MOUSSA,11/02/2002,Feyenoord Rotterdam (NED),176,EA,70726,1879,Anis Hadj-Moussa,Anis,Hadj-Moussa,,Men's Football,Algeria,,Eredivisie,RW,Right Wing,76,80,69,67,84,29,52,176,72,2/11/2002 12:00:00 AM,5,3,2,anis hadj moussa,anis hadj moussa,,anis hadj moussa,algeria,100
Algeria,ALG,13,DF,HADJAM Jaouen,Jaouen Djimmy,HADJAM,HADJAM,26/03/2003,BSC Young Boys (SUI),185,EA,258230,6170,Jaouen Hadjam,Jaouen,Hadjam,,Men's Football,Algeria,BSC Young Boys,Brack Super League,LB,Left Back,69,79,54,59,69,65,72,185,83,3/26/2003 12:00:00 AM,3,3,2,jaouen hadjam,jaouen hadjam,,jaouen hadjam,algeria,100
Algeria,ALG,14,MF,BOUDAOUI Hicham,Hicham,BOUDAOUI,BOUDAOUI,23/09/1999,OGC Nice (FRA),175,EA,253157,1290,Hicham Boudaoui,Hicham,Boudaoui,,Men's Football,Algeria,OGC Nice,Ligue 1 McDonald's,CM,Center Midfielder,77,73,67,74,77,74,76,175,61,9/23/1999 12:00:00 AM,3,3,1,hicham boudaoui,hicham boudaoui,,hicham boudaoui,algeria,100
Algeria,ALG,15,DF,AIT-NOURI Rayan,Rayan,AÏT-NOURI,AIT NOURI,06/06/2001,Manchester City FC (ENG),180,EA,242641,499,Rayan Aït-Nouri,Rayan,Aït-Nouri,,Men's Football,Algeria,Manchester City,Premier League,LB,Left Back,81,84,53,76,84,77,70,180,70,6/6/2001 12:00:00 AM,5,3,2,rayan ait nouri,rayan ait nouri,,rayan ait nouri,algeria,100
Algeria,ALG,17,DF,BELGHALI Ra,Ra,BELGHALI,BELGHALI,07/06/2002,Hellas Verona FC (ITA),180,EA,276314,9290,Rafik Belghali,Rafik,Belghali,,Men's Football,Algeria,Hellas Verona,Serie A Enilive,RB,Right Back,66,81,60,61,66,61,62,186,73,6/7/2002 12:00:00 AM,3,2,1,rafik belghali,rafik belghali,,rafik belghali,algeria,88
Algeria,ALG,18,FW,AMOURA Mohamed,Mohammed Elamine,AMOURA,AMOURA,09/05/2000,VfL Wolfsburg (GER),170,EA,264697,646,Mohamed Amoura,Mohamed,Amoura,,Men's Football,Algeria,VfL Wolfsburg,Bundesliga,ST,Striker,80,90,81,71,86,47,61,170,61,5/9/2000 12:00:00 AM,4,3,1,mohamed amoura,mohamed amoura,,mohamed amoura,algeria,100
Algeria,ALG,19,MF,BENTALEB Nabil,Nabil,BENTALEB,BENTALEB,24/11/1994,Lille OSC (FRA),189,EA,213296,1399,Nabil Bentaleb,Nabil,Bentaleb,,Men's Football,Algeria,LOSC Lille,Ligue 1 McDonald's,CDM,Center Defensive Midfielder,77,50,72,77,79,71,73,187,78,11/24/1994 12:00:00 AM,4,2,2,nabil bentaleb,nabil bentaleb,,nabil bentaleb,algeria,100
Algeria,ALG,21,DF,BENSEBAINI Ramy,Amir Selmane Rami,BENSEBAINI,BENSEBAINI,16/04/1995,Borussia Dortmund (GER),187,EA,224196,772,Ramy Bensebaini,Ramy,Bensebaini,,Men's Football,Algeria,Borussia Dortmund,Bundesliga,LB,Left Back,79,73,70,70,77,78,79,187,82,4/16/1995 12:00:00 AM,3,4,2,ramy bensebaini,ramy bensebaini,,ramy bensebaini,algeria,100
Algeria,ALG,22,MF,MAZA Ibrahim,Ibrahim,MAZA,MAZA,24/11/2005,Bayer 04 Leverkusen (GER),180,EA,275029,4728,Ibrahim Maza,Ibrahim,Maza,,Men's Football,Algeria,Leverkusen,Bundesliga,CAM,Center Attacking Midfielder,71,75,66,66,79,40,62,180,70,11/24/2005 12:00:00 AM,4,3,1,ibrahim maza,ibrahim maza,,ibrahim maza,algeria,100
Algeria,ALG,24,MF,TITRAOUI Yassine,Yassine M E G,TITRAOUI,TITRAOUI,26/07/2003,Sporting Charleroi (BEL),180,EA,73348,7433,Yacine Titraoui,Yacine,Titraoui,,Men's Football,Algeria,Sp. Charleroi,1A Pro League,CDM,Center Defensive Midfielder,68,66,53,65,70,62,63,170,62,7/26/2003 12:00:00 AM,2,3,1,yacine titraoui,yacine titraoui,,yacine titraoui,algeria,90
Argentina,ARG,1,GK,MUSSO Juan,Juan Agustín,MUSSO,MUSSO,06/05/1994,Atlético De Madrid (ESP),193,EA,214979,817,Juan Musso,Juan,Musso,,Men's Football,Argentina,Atlético de Madrid,LALIGA EA SPORTS,GK,Goalkeeper,79,79,77,73,82,44,81,191,93,5/6/1994 12:00:00 AM,1,3,1,juan musso,juan musso,,juan musso,argentina,100
Argentina,ARG,2,DF,BALERDI Leonardo,Leonardo Julián,BALERDI ROSA,BALERDI,26/01/1999,Olympique Marseille (FRA),188,EA,242835,554,Leonardo Balerdi,Leonardo,Balerdi,,Men's Football,Argentina,OM,Ligue 1 McDonald's,CB,Center Back,81,77,46,65,69,82,79,187,85,1/26/1999 12:00:00 AM,2,3,1,leonardo balerdi,leonardo balerdi,,leonardo balerdi,argentina,100
Argentina,ARG,3,DF,TAGLIAFICO Nicolas,Nicolás Alejandro,TAGLIAFICO,TAGLIAFICO,31/08/1992,Olympique Lyonnais (FRA),172,EA,211256,1116,Nicolás Tagliafico,Nicolás,Tagliafico,,Men's Football,Argentina,OL,Ligue 1 McDonald's,LB,Left Back,78,67,56,70,76,77,76,172,65,8/31/1992 12:00:00 AM,3,2,2,nicolas tagliafico,nicolas tagliafico,,nicolas tagliafico,argentina,100
Argentina,ARG,4,DF,MONTIEL Gonzalo,Gonzalo Ariel,MONTIEL,MONTIEL,01/01/1997,CA River Plate (ARG),175,EA,231340,994,Gonzalo Montiel,Gonzalo,Montiel,,Men's Football,Argentina,River Plate,LPF,RB,Right Back,78,81,63,71,77,74,80,175,70,1/1/1997 12:00:00 AM,3,3,1,gonzalo montiel,gonzalo montiel,,gonzalo montiel,argentina,100
Argentina,ARG,5,MF,PAREDES Leandro,Leandro Daniel,PAREDES,PAREDES,29/06/1994,CA Boca Juniors (ARG),182,EA,207439,1017,Leandro Paredes,Leandro,Paredes,,Men's Football,Argentina,Boca Juniors,LPF,CM,Center Midfielder,78,62,70,82,79,72,74,180,75,6/29/1994 12:00:00 AM,4,4,1,leandro paredes,leandro paredes,,leandro paredes,argentina,100
Argentina,ARG,6,DF,MARTINEZ Lisandro,Lisandro,MARTÍNEZ,MARTÍNEZ,18/01/1998,Manchester United FC (ENG),175,EA,239301,518,Lisandro Martínez,Lisandro,Martínez,,Men's Football,Argentina,Man Utd,Premier League,CB,Center Back,81,67,59,75,75,81,80,178,77,1/18/1998 12:00:00 AM,3,3,2,lisandro martinez,lisandro martinez,,lisandro martinez,argentina,100
Argentina,ARG,7,MF,DE PAUL Rodrigo,Rodrigo Javier,DE PAUL,DE PAUL,24/05/1994,Inter Miami CF (USA),178,EA,212616,164,Rodrigo De Paul,Rodrigo,De Paul,,Men's Football,Argentina,Inter Miami CF,MLS,CM,Center Midfielder,84,75,78,83,83,76,83,180,70,5/24/1994 12:00:00 AM,4,3,1,rodrigo de paul,rodrigo de paul,,rodrigo de paul,argentina,100
Argentina,ARG,8,MF,BARCO Valentin,Valentin,BARCO,BARCO,23/07/2004,RC Strasbourg (FRA),172,EA,263370,2137,Valentín Barco,Valentín,Barco,,Men's Football,Argentina,Strasbourg,Ligue 1 McDonald's,LB,Left Back,75,76,50,75,78,68,61,170,66,7/23/2004 12:00:00 AM,3,3,2,valentin barco,valentin barco,,valentin barco,argentina,100
Argentina,ARG,9,FW,ALVAREZ Julian,Julián,ÁLVAREZ,J. ALVAREZ,31/01/2000,Atlético De Madrid (ESP),170,EA,246191,66,Julián Alvarez,Julián,Alvarez,,Men's Football,Argentina,Atlético de Madrid,LALIGA EA SPORTS,ST,Striker,87,85,87,81,87,57,79,170,71,1/31/2000 12:00:00 AM,4,4,1,julian alvarez,julian alvarez,,julian alvarez,argentina,100
Argentina,ARG,10,FW,MESSI Lionel,Lionel Andrés,MESSI,MESSI,24/06/1987,Inter Miami CF (USA),170,EA,158023,95,Lionel Messi,Lionel,Messi,,Men's Football,Argentina,Inter Miami CF,MLS,RW,Right Wing,86,78,85,85,90,33,64,169,67,6/24/1987 12:00:00 AM,4,4,2,lionel messi,lionel messi,,lionel messi,argentina,100
Argentina,ARG,11,MF,LO CELSO Giovani,Giovani,LO CELSO,LO CELSO,09/04/1996,Real Betis (ESP),177,EA,226226,350,Giovani Lo Celso,Giovani,Lo Celso,,Men's Football,Argentina,Real Betis,LALIGA EA SPORTS,CAM,Center Attacking Midfielder,82,68,81,82,84,68,71,177,68,4/9/1996 12:00:00 AM,4,3,2,giovani lo celso,giovani lo celso,,giovani lo celso,argentina,100
Argentina,ARG,12,GK,RULLI Geronimo,Geronimo,RULLI,RULLI,20/05/1992,Olympique Marseille (FRA),189,EA,215316,346,Gerónimo Rulli,Gerónimo,Rulli,,Men's Football,Argentina,OM,Ligue 1 McDonald's,GK,Goalkeeper,82,82,77,80,83,54,81,189,84,5/20/1992 12:00:00 AM,1,3,1,geronimo rulli,geronimo rulli,,geronimo rulli,argentina,100
Argentina,ARG,13,DF,ROMERO Cristian,Cristian Gabriel,ROMERO,ROMERO,27/04/1998,Tottenham Hotspur FC (ENG),185,EA,232488,439,Cristian Romero,Cristian,Romero,,Men's Football,Argentina,Spurs,Premier League,CB,Center Back,82,66,48,62,65,83,81,185,79,4/27/1998 12:00:00 AM,3,2,1,cristian romero,cristian romero,,cristian romero,argentina,100
Argentina,ARG,14,MF,PALACIOS Exequiel,Exequiel Alejandro,PALACIOS,PALACIOS,05/10/1998,Bayer 04 Leverkusen (GER),177,EA,231521,199,Exequiel Palacios,Exequiel,Palacios,,Men's Football,Argentina,Leverkusen,Bundesliga,CM,Center Midfielder,84,62,76,80,82,81,71,178,69,10/5/1998 12:00:00 AM,3,4,1,exequiel palacios,exequiel palacios,,exequiel palacios,argentina,100
Argentina,ARG,15,MF,GONZALEZ Nico,Nicolas Ivan,GONZALEZ,N. GONZALEZ,06/04/1998,Atlético De Madrid (ESP),180,EA,240690,1164,Nico Gonzalez,Nico,Gonzalez,,Men's Football,Argentina,Atlético de Madrid,LALIGA EA SPORTS,RM,Right Midfielder,78,82,75,73,78,45,61,180,72,4/6/1998 12:00:00 AM,4,2,2,nico gonzalez,nico gonzalez,,nico gonzalez,argentina,100
Argentina,ARG,16,FW,ALMADA Thiago,Thiago Ezequiel,ALMADA,ALMADA,26/04/2001,Atlético De Madrid (ESP),171,EA,245371,871,Thiago Almada,Thiago,Almada,,Men's Football,Argentina,Atlético de Madrid,LALIGA EA SPORTS,CAM,Center Attacking Midfielder,79,79,74,79,83,51,58,171,62,4/26/2001 12:00:00 AM,4,4,1,thiago almada,thiago almada,,thiago almada,argentina,100
Argentina,ARG,17,FW,SIMEONE Giuliano,Giuliano,SIMEONE,SIMEONE,18/12/2002,Atlético De Madrid (ESP),174,EA,253396,503,Giuliano Simeone,Giuliano,Simeone,,Men's Football,Argentina,Atlético de Madrid,LALIGA EA SPORTS,RM,Right Midfielder,81,91,73,72,81,45,81,173,75,12/18/2002 12:00:00 AM,3,3,1,giuliano simeone,giuliano simeone,,giuliano simeone,argentina,100
Argentina,ARG,18,FW,PAZ Nico,Nicolas,PAZ MARTÍNEZ,NICO PAZ,08/09/2004,Como (ITA),185,EA,277846,876,Nico Paz,Nicolás,Paz Martínez,Nico Paz,Men's Football,Argentina,Como,Serie A Enilive,CAM,Center Attacking Midfielder,79,78,71,77,82,51,64,186,81,9/8/2004 12:00:00 AM,4,3,2,nico paz,nicolas paz martinez,nico paz,nico paz,argentina,100
Argentina,ARG,19,DF,OTAMENDI Nicolas,Nicolas Hernan Gonzalo,OTAMENDI,OTAMENDI,12/02/1988,SL Ben,182,EA,192366,431,Nicolás Otamendi,Nicolás,Otamendi,,Men's Football,Argentina,SL Benfica,Liga Portugal,CB,Center Back,82,60,57,64,62,83,85,183,78,2/12/1988 12:00:00 AM,2,3,1,nicolas otamendi,nicolas otamendi,,nicolas otamendi,argentina,100
Argentina,ARG,20,MF,MAC ALLISTER Alexis,Alexis,MAC ALLISTER,MAC ALLISTER,24/12/1998,Liverpool FC (ENG),176,EA,239837,68,Alexis Mac Allister,Alexis,Mac Allister,,Men's Football,Argentina,Liverpool,Premier League,CM,Center Midfielder,87,66,82,85,85,78,76,176,72,12/24/1998 12:00:00 AM,3,3,1,alexis mac allister,alexis mac allister,,alexis mac allister,argentina,100
Argentina,ARG,22,FW,MARTINEZ Lautaro,Lautaro Javier,MARTÍNEZ,L. MARTINEZ,22/08/1997,FC Internazionale Milano (ITA),175,EA,231478,34,Lautaro Martínez,Lautaro,Martínez,,Men's Football,Argentina,Lombardia FC,Serie A Enilive,ST,Striker,88,81,88,75,84,51,83,174,72,8/22/1997 12:00:00 AM,4,4,1,lautaro martinez,lautaro martinez,,lautaro martinez,argentina,100
Argentina,ARG,23,GK,MARTINEZ Emiliano,Damián Emiliano,MARTÍNEZ,E. MARTINEZ,02/09/1992,Aston Villa FC (ENG),195,EA,224104,6072,Damián Martínez,Damián,Martínez,,Men's Football,Argentina,Atlético Tucumán,LPF,RB,Right Back,69,72,62,65,70,65,72,180,72,1/31/1990 12:00:00 AM,3,3,1,damian martinez,damian martinez,,damian martinez,argentina,100
Argentina,ARG,24,MF,FERNANDEZ Enzo,Enzo Jeremías,FERNÁNDEZ,E. FERNANDEZ,17/01/2001,Chelsea FC (ENG),178,EA,247090,193,Enzo Fernández,Enzo,Fernández,,Men's Football,Argentina,Chelsea,Premier League,CM,Center Midfielder,84,68,75,85,81,73,75,178,76,1/17/2001 12:00:00 AM,3,4,1,enzo fernandez,enzo fernandez,,enzo fernandez,argentina,100
Argentina,ARG,25,DF,MEDINA Facundo,Facundo Axel,MEDINA,MEDINA,28/05/1999,Olympique Marseille (FRA),184,EA,236804,885,Facundo Medina,Facundo,Medina,,Men's Football,Argentina,OM,Ligue 1 McDonald's,CB,Center Back,79,74,44,70,72,79,81,184,77,5/28/1999 12:00:00 AM,3,2,2,facundo medina,facundo medina,,facundo medina,argentina,100
Argentina,ARG,26,DF,MOLINA Nahuel,Nahuel,MOLINA LUCERO,MOLINA,06/04/1998,Atlético De Madrid (ESP),179,EA,233084,783,Nahuel Molina,Nahuel,Molina,,Men's Football,Argentina,Atlético de Madrid,LALIGA EA SPORTS,RB,Right Back,79,82,67,73,76,75,71,175,70,4/6/1998 12:00:00 AM,3,3,1,nahuel molina,nahuel molina,,nahuel molina,argentina,100
Australia,AUS,3,DF,CIRCATI Alessandro,Alessandro,CIRCATI,CIRCATI,10/10/2003,Parma (ITA),191,EA,268913,5064,Alessandro Circati,Alessandro,Circati,,Men's Football,Australia,Parma,Serie A Enilive,CB,Center Back,71,59,35,53,49,72,77,190,84,10/10/2003 12:00:00 AM,2,3,1,alessandro circati,alessandro circati,,alessandro circati,australia,100
Australia,AUS,4,DF,ITALIANO Jacob,Jacob Michael,ITALIANO,ITALIANO,30/07/2001,Grazer AK (AUT),177,EA,241552,12388,Jacob Italiano,Jacob,Italiano,,Men's Football,Australia,Grazer AK,Ö. Bundesliga,LB,Left Back,63,76,56,59,69,58,56,177,71,7/30/2001 12:00:00 AM,3,5,2,jacob italiano,jacob italiano,,jacob italiano,australia,100
Australia,AUS,5,DF,BOS Jordan,Jordan Jacob,BOS,BOS,29/10/2002,Feyenoord Rotterdam (NED),180,EA,260521,6035,Jordan Bos,Jordan,Bos,,Men's Football,Australia,,Eredivisie,LB,Left Back,69,87,58,60,68,61,79,180,70,10/29/2002 12:00:00 AM,3,3,2,jordan bos,jordan bos,,jordan bos,australia,100
Australia,AUS,7,FW,LECKIE Mathew,Mathew Allan,LECKIE,LECKIE,04/02/1991,Melbourne City FC (AUS),181,EA,195033,5111,Mathew Leckie,Mathew,Leckie,,Men's Football,Australia,Melbourne City,A-League,CM,Center Midfielder,70,79,68,67,74,63,76,181,78,2/4/1991 12:00:00 AM,3,4,1,mathew leckie,mathew leckie,,mathew leckie,australia,100
Australia,AUS,8,MF,METCALFE Connor,Connor Isaac,METCALFE,METCALFE,05/11/1999,FC St. Pauli (GER),183,EA,240648,6083,Connor Metcalfe,Connor,Metcalfe,,Men's Football,Australia,FC St. Pauli,Bundesliga,CM,Center Midfielder,69,72,60,66,70,62,75,178,70,11/5/1999 12:00:00 AM,3,4,2,connor metcalfe,connor metcalfe,,connor metcalfe,australia,100
Australia,AUS,9,FW,TOURE Mohamed,Mohamed A,TOURE,TOURE,26/03/2004,Norwich City FC (ENG),186,EA,255767,7421,Mohamed Touré,Mohamed,Touré,,Men's Football,Australia,Randers FC,3F Superliga,ST,Striker,68,86,65,57,67,33,72,186,89,3/26/2004 12:00:00 AM,4,3,1,mohamed toure,mohamed toure,,mohamed toure,australia,100
Australia,AUS,10,FW,HRUSTIC Ajdin,Ajdin,HRUSTIC,HRUSTIC,05/07/1996,SC Heracles Almelo (NED),180,EA,237647,8460,Ajdin Hrustić,Ajdin,Hrustić,,Men's Football,Australia,,Eredivisie,CM,Center Midfielder,67,50,67,69,70,56,66,180,78,7/5/1996 12:00:00 AM,3,2,2,ajdin hrustic,ajdin hrustic,,ajdin hrustic,australia,100
Australia,AUS,11,FW,MABIL Awer,Awer Bul,MABIL,MABIL,15/09/1995,CD Castellón (ESP),178,EA,212830,8623,Awer Mabil,Awer,Mabil,,Men's Football,Australia,CD Castellón,LALIGA HYPERMOTION,RM,Right Midfielder,67,85,62,60,68,34,61,178,73,9/15/1995 12:00:00 AM,3,3,1,awer mabil,awer mabil,,awer mabil,australia,100
Australia,AUS,12,GK,IZZO Paul,Paul David,IZZO,IZZO,06/01/1995,Randers FC (DEN),184,EA,204424,5231,Paul Izzo,Paul,Izzo,,Men's Football,Australia,Randers FC,3F Superliga,GK,Goalkeeper,70,71,69,66,72,55,69,185,81,1/6/1995 12:00:00 AM,1,3,1,paul izzo,paul izzo,,paul izzo,australia,100
Australia,AUS,13,MF,ONEILL Aiden,Aiden Connor,O'NEILL,O'NEILL,04/07/1998,New York City FC (USA),180,EA,230888,5133,Aiden O'Neill,Aiden,O'Neill,,Men's Football,Australia,New York City FC,MLS,CDM,Center Defensive Midfielder,70,76,61,65,68,66,77,178,70,7/4/1998 12:00:00 AM,3,3,1,aiden o neill,aiden o neill,,aiden o neill,australia,100
Australia,AUS,14,MF,DEVLIN Cameron,Cameron Peter,DEVLIN,DEVLIN,07/06/1998,Heart Of Midlothian FC (SCO),170,EA,246006,4642,Cameron Devlin,Cameron,Devlin,,Men's Football,Australia,Hearts,Scottish Prem,CDM,Center Defensive Midfielder,71,68,53,63,69,69,72,171,78,6/7/1998 12:00:00 AM,2,3,1,cameron devlin,cameron devlin,,cameron devlin,australia,100
Australia,AUS,15,DF,TREWIN Kai,Kai Clifton,TREWIN,TREWIN,18/05/2001,New York City FC (USA),183,EA,252700,6597,Kai Trewin,Kai,Trewin,,Men's Football,Australia,Melbourne City,A-League,CB,Center Back,69,66,43,58,59,69,79,178,72,5/18/2001 12:00:00 AM,2,4,1,kai trewin,kai trewin,,kai trewin,australia,100
Australia,AUS,16,DF,BEHICH Aziz,Aziz,BEHICH,BEHICH,16/12/1990,Melbourne City FC (AUS),170,EA,202157,8175,Aziz Behich,Aziz,Behich,,Men's Football,Australia,Melbourne City,A-League,LB,Left Back,67,74,60,65,69,61,71,173,68,12/16/1990 12:00:00 AM,3,4,2,aziz behich,aziz behich,,aziz behich,australia,100
Australia,AUS,17,FW,IRANKUNDA Nestory,Nestory,IRANKUNDA,IRANKUNDA,09/02/2006,Watford FC (ENG),165,EA,266245,8161,Nestory Irankunda,Nestory,Irankunda,,Men's Football,Australia,Watford,EFL Championship,RM,Right Midfielder,67,88,70,62,70,43,74,175,74,2/9/2006 12:00:00 AM,3,3,1,nestory irankunda,nestory irankunda,,nestory irankunda,australia,100
Australia,AUS,18,GK,BEACH Patrick,Patrick Thomas,BEACH,BEACH,06/08/2003,Melbourne City FC (AUS),189,EA,267599,10753,Patrick Beach,Patrick,Beach,,Men's Football,Australia,Melbourne City,A-League,GK,Goalkeeper,65,68,62,64,71,31,62,183,75,8/6/2003 12:00:00 AM,1,2,2,patrick beach,patrick beach,,patrick beach,australia,100
Australia,AUS,19,DF,SOUTTAR Harry,Harry James,SOUTTAR,SOUTTAR,22/10/1998,Leicester City FC (ENG),198,EA,229901,3590,Harry Souttar,Harry,Souttar,,Men's Football,Australia,Leicester City,EFL Championship,CB,Center Back,73,46,28,51,54,73,75,198,101,10/22/1998 12:00:00 AM,2,3,1,harry souttar,harry souttar,,harry souttar,australia,100
Australia,AUS,21,DF,BURGESS Cameron,Cameron Robert,BURGESS,BURGESS,21/10/1995,Swansea City AFC (WAL),194,EA,216744,3573,Cameron Burgess,Cameron,Burgess,,Men's Football,Australia,Swansea City,EFL Championship,CB,Center Back,73,48,37,57,54,73,78,194,81,10/21/1995 12:00:00 AM,2,3,2,cameron burgess,cameron burgess,,cameron burgess,australia,100
Australia,AUS,22,MF,IRVINE Jackson,Jackson Alexander,IRVINE,IRVINE,07/03/1993,FC St. Pauli (GER),189,EA,211378,1966,Jackson Irvine,Jackson,Irvine,,Men's Football,Australia,FC St. Pauli,Bundesliga,CM,Center Midfielder,75,67,68,71,70,72,80,189,74,3/7/1993 12:00:00 AM,3,3,1,jackson irvine,jackson irvine,,jackson irvine,australia,100
Australia,AUS,23,FW,VELUPILLAY Nishan,Nishan Matthew,VELUPILLAY,VELUPILLAY,07/05/2001,Melbourne Victory FC (AUS),181,EA,262039,10586,Nishan Velupillay,Nishan,Velupillay,,Men's Football,Australia,Melb. Victory,A-League,LM,Left Midfielder,65,94,56,55,70,35,57,181,77,5/7/2001 12:00:00 AM,3,3,1,nishan velupillay,nishan velupillay,,nishan velupillay,australia,100
Australia,AUS,25,DF,HERRINGTON Lucas,Lucas,HERRINGTON,HERRINGTON,05/09/2007,Colorado Rapids (USA),193,EA,75145,15704,Lucas Herrington,Lucas,Herrington,,Men's Football,Australia,Brisbane Roar,A-League,CB,Center Back,59,65,32,42,45,57,66,190,80,9/5/2007 12:00:00 AM,2,3,1,lucas herrington,lucas herrington,,lucas herrington,australia,100
Australia,AUS,26,FW,YENGI Tete,Tete Owen,YENGI,YENGI,28/11/2000,FC Machida Zelvia (JPN),197,EA,260386,15375,Tete Yengi,Tete,Yengi,,Men's Football,Australia,Livingston,Scottish Prem,ST,Striker,59,69,57,48,55,37,78,197,89,11/28/2000 12:00:00 AM,3,5,1,tete yengi,tete yengi,,tete yengi,australia,100
Austria,AUT,1,GK,SCHLAGER Alexander,Alexander,SCHLAGER,SCHLAGER,01/02/1996,FC Red Bull Salzburg (AUT),188,EA,215522,3152,Alexander Schlager,Alexander,Schlager,,Men's Football,Austria,RB Salzburg,Ö. Bundesliga,GK,Goalkeeper,73,72,71,69,76,46,73,184,77,2/1/1996 12:00:00 AM,1,3,1,alexander schlager,alexander schlager,,alexander schlager,austria,100
Austria,AUT,2,DF,AFFENGRUBER David,David Leopold,AFFENGRUBER,AFFENGRUBER,19/03/2001,Elche CF (ESP),185,EA,261264,2230,David Affengruber,David,Affengruber,,Men's Football,Austria,Elche CF,LALIGA EA SPORTS,CB,Center Back,75,73,41,56,69,75,83,185,79,3/19/2001 12:00:00 AM,2,3,1,david affengruber,david affengruber,,david affengruber,austria,100
Austria,AUT,3,DF,DANSO Kevin,Kevin,DANSO,DANSO,19/09/1998,Tottenham Hotspur FC (ENG),190,EA,237985,960,Kevin Danso,Kevin,Danso,,Men's Football,Austria,Spurs,Premier League,CB,Center Back,79,73,32,57,62,78,83,190,85,9/19/1998 12:00:00 AM,2,3,1,kevin danso,kevin danso,,kevin danso,austria,100
Austria,AUT,4,MF,SCHLAGER Xaver,Xaver,SCHLAGER,XAVER,28/09/1997,RB Leipzig (GER),174,EA,233195,622,Xaver Schlager,Xaver,Schlager,,Men's Football,Austria,RB Leipzig,Bundesliga,CDM,Center Defensive Midfielder,80,69,70,74,78,75,78,174,78,9/28/1997 12:00:00 AM,3,3,2,xaver schlager,xaver schlager,,xaver schlager,austria,100
Austria,AUT,5,DF,POSCH Stefan,Stefan,POSCH,POSCH,14/05/1997,1. FSV Mainz 05 (GER),188,EA,223671,896,Stefan Posch,Stefan,Posch,,Men's Football,Austria,Como,Serie A Enilive,RB,Right Back,79,75,55,68,66,80,74,190,82,5/14/1997 12:00:00 AM,2,3,1,stefan posch,stefan posch,,stefan posch,austria,100
